,Pips,Acc,Wons,Losts,Expired,Trades,Longs,Shorts,openHour,endHour,openCandles,lvlNumber,minDiff,candleMinutes,minMovement,tp,sl,waitingCandles
170,0.01847999999999721,0.5396825396825397,8,13,42,63,49,14,8,15,10,1,0.1,"[0, 20, 40]",0.0005,0.0015,0.001,5
171,0.0004699999999996364,0.3,1,1,8,10,7,3,8,15,10,1,0.1,"[0, 20, 40]",0.0005,0.0015,0.0015,1
172,0.008659999999998782,0.42857142857142855,6,5,31,42,29,13,8,15,10,1,0.1,"[0, 20, 40]",0.0005,0.0015,0.0015,3
173,0.013569999999996946,0.4444444444444444,8,7,48,63,49,14,8,15,10,1,0.1,"[0, 20, 40]",0.0005,0.0015,0.0015,5
174,0.0029299999999995415,0.5,1,3,6,10,7,3,8,15,10,1,0.1,"[0, 20, 40]",0.0005,0.002,0.001,1
175,0.01241999999999849,0.5238095238095238,3,10,29,42,29,13,8,15,10,1,0.1,"[0, 20, 40]",0.0005,0.002,0.001,3
176,0.01780999999999682,0.5238095238095238,4,13,46,63,49,14,8,15,10,1,0.1,"[0, 20, 40]",0.0005,0.002,0.001,5
177,0.0009699999999996364,0.3,1,1,8,10,7,3,8,15,10,1,0.1,"[0, 20, 40]",0.0005,0.002,0.0015,1
178,0.007949999999998467,0.40476190476190477,3,5,34,42,29,13,8,15,10,1,0.1,"[0, 20, 40]",0.0005,0.002,0.0015,3
179,0.012899999999996555,0.42857142857142855,4,7,52,63,49,14,8,15,10,1,0.1,"[0, 20, 40]",0.0005,0.002,0.0015,5
180,0.007879999999999904,0.6666666666666666,8,5,11,24,19,5,8,15,10,1,0.2,"[0, 20, 40]",0.0003,0.001,0.001,1
181,0.0068299999999998215,0.5116279069767442,10,8,25,43,34,9,8,15,10,1,0.2,"[0, 20, 40]",0.0003,0.001,0.001,3
182,0.011399999999999643,0.5555555555555556,12,11,31,54,43,11,8,15,10,1,0.2,"[0, 20, 40]",0.0003,0.001,0.001,5
183,0.005109999999999966,0.5416666666666666,8,2,14,24,19,5,8,15,10,1,0.2,"[0, 20, 40]",0.0003,0.001,0.0015,1
184,0.0028999999999998276,0.4186046511627907,10,4,29,43,34,9,8,15,10,1,0.2,"[0, 20, 40]",0.0003,0.001,0.0015,3
185,0.004569999999999587,0.4444444444444444,12,5,37,54,43,11,8,15,10,1,0.2,"[0, 20, 40]",0.0003,0.001,0.0015,5
186,0.008829999999999635,0.6666666666666666,3,6,15,24,19,5,8,15,10,1,0.2,"[0, 20, 40]",0.0003,0.0015,0.001,1
187,0.007259999999999477,0.5116279069767442,3,9,31,43,34,9,8,15,10,1,0.2,"[0, 20, 40]",0.0003,0.0015,0.001,3
